101.249038,100.38905
112.04213,124.870311
110.345399,120.285176
91.996519,98.069799
92.472186,94.821836
117.746054,118.101226
105.360267,102.136553
103.208597,103.398732
88.926444,80.382045
92.634047,97.256818
103.272097,110.169955
101.171905,100.471412
89.517527,92.894717
90.717714,93.337251
98.984532,98.482944
103.886224,104.710877
97.827585,96.575546
101.184999,97.96363
99.806048,95.793763
97.167868,94.47723
99.085041,86.109227
121.749417,139.894149
104.624905,110.075104
88.642962,86.383527
113.414059,126.379025
102.889454,112.378706
104.252624,101.948668
103.085312,104.844838
111.003946,109.210943
85.207971,84.388721
106.821707,102.315304
109.342847,113.950258
101.765854,95.964381
98.457429,104.233539
87.762768,86.125761
107.969428,115.385595
113.372713,111.461882
102.025527,106.86429
109.397503,108.207258
99.881199,96.004203
94.268758,87.392862
84.070135,85.978585
100.205266,117.484208
107.835455,110.555991
100.072693,111.547852
102.180384,98.371651
108.91056,116.194763
109.702,108.064152
91.590896,91.974373
95.880686,105.914212
99.087721,89.821859
90.39914,88.683171
103.608719,102.417317
104.908339,103.099374
107.590036,105.714796
101.228407,96.507465
94.224854,93.405952
103.725217,115.826373
102.85559,101.5334
86.2931,85.73194
89.030219,89.363073
100.439802,107.060393
86.073815,80.963517
98.592994,94.314331
102.619657,102.3114
97.956104,96.616975
99.141438,85.049085
101.454504,107.321755
109.930712,109.351139
98.485383,110.785478
95.775273,96.21479
88.892556,95.003284
92.2276,89.619817
96.183437,83.871682
84.078053,81.667944
98.116844,82.654003
100.643185,108.35601
100.929624,103.401363
88.398088,97.306089
105.856865,107.58613
97.650847,107.477625
102.570641,94.141153
113.955196,110.234593
94.630282,85.806561
101.335014,95.090731
103.757468,97.157583
113.07743,97.20141
108.651645,100.477086
119.095034,110.680395
84.543764,91.820661
99.351407,111.472142
110.342324,118.70272
100.714881,100.462104
97.285246,104.323661
109.974137,115.871322
92.766202,91.541099
105.840174,109.44242
95.224044,91.937534
104.920094,93.400192
109.518395,103.380014
98.101324,101.139999
96.906474,107.820014
91.28507,91.349183
100.003946,103.115188
101.234546,100.846355
