97.656081,100.079073,96.172913,101.249038,100.922833,95.583678,98.155193,100.38905
106.963375,114.061334,114.045503,112.04213,120.492117,122.963727,121.244579,124.870311
106.636942,101.716707,107.544116,110.345399,116.562348,118.666912,115.673754,120.285176
100.474665,100.004868,98.385743,91.996519,89.358189,92.42343,101.182226,98.069799
99.705228,96.289966,91.188956,92.472186,91.60763,93.600314,98.817899,94.821836
108.994984,112.206442,114.19357,117.746054,117.086289,120.04815,124.705932,118.101226
103.150973,104.844922,102.655532,105.360267,99.466578,101.138156,102.162991,102.136553
99.627078,97.515736,108.303329,103.208597,107.445774,114.4679,111.299522,103.398732
99.214953,89.160714,86.278868,88.926444,89.406386,86.581965,82.141675,80.382045
101.460595,97.368036,95.36124,92.634047,95.49657,95.055291,92.431749,97.256818
104.591286,104.442897,111.746149,103.272097,108.209693,105.835675,107.599471,110.169955
98.352638,102.342686,102.65975,101.171905,91.349238,95.096311,98.375665,100.471412
97.888018,99.233989,91.138714,89.517527,89.214509,87.790278,88.194064,92.894717
103.155846,106.120957,96.07285,90.717714,92.991141,96.520483,95.005337,93.337251
99.531476,96.939618,97.401671,98.984532,97.246255,95.791206,95.832535,98.482944
98.41072,102.23646,100.966318,103.886224,106.751048,108.185812,114.105003,104.710877
102.556779,105.134961,103.900788,97.827585,91.981339,92.980135,96.392897,96.575546
97.084045,101.51058,99.250681,101.184999,94.775948,96.887669,94.68491,97.96363
101.199824,100.566945,96.737669,99.806048,95.695288,94.044888,93.537942,95.793763
94.181636,97.348987,94.45798,97.167868,90.447544,89.428504,92.538463,94.47723
101.638856,104.391118,102.722653,99.085041,92.822874,90.566602,88.446381,86.109227
100.835088,102.450789,112.65073,121.749417,119.660654,120.577127,128.871916,139.894149
91.512138,97.119872,103.303979,104.624905,109.010684,106.881321,109.206512,110.075104
94.969224,90.314576,88.822029,88.642962,82.560062,86.107823,86.440826,86.383527
105.736319,115.023161,111.981153,113.414059,118.795944,117.093745,126.368395,126.379025
97.043113,105.51009,105.42956,102.889454,100.852623,104.424731,105.646359,112.378706
100.625575,103.808355,101.181819,104.252624,103.596801,103.790331,101.670168,101.948668
97.250517,95.299269,99.335183,103.085312,106.956292,106.791284,106.365336,104.844838
111.092814,118.366227,117.945972,111.003946,106.58796,108.96737,105.037331,109.210943
102.581276,89.156407,89.972447,85.207971,84.63654,85.816718,86.960945,84.388721
109.758149,109.350562,105.00576,106.821707,108.458491,101.823769,101.32403,102.315304
100.299031,100.263392,103.057621,109.342847,108.149774,113.196229,115.576451,113.950258
101.689282,99.728859,100.630328,101.765854,102.731683,107.519815,98.379845,95.964381
102.167315,97.118904,101.368725,98.457429,95.135282,96.851105,103.015724,104.233539
96.391876,92.676268,87.573721,87.762768,87.939942,93.864838,87.733899,86.125761
100.679882,105.048484,105.749959,107.969428,109.583467,110.214432,111.405703,115.385595
100.73228,102.310908,106.637348,113.372713,113.913861,111.595028,108.368209,111.461882
95.533895,95.519178,101.332052,102.025527,103.196337,105.923426,108.120123,106.86429
